period_begin,period_end,region_type,zipcode,state,state_code,property_type,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy
9/1/21,11/30/21,zip code,98102,Washington,WA,Townhouse,980000.0,0.048128342,-0.092592593,925000.0,-0.026315789,-0.026213286
7/1/18,9/30/18,zip code,98144,Washington,WA,Single Family Residential,835000.0,-0.030366371,0.151724138,787500.0,-0.045454545,0.086206897
7/1/18,9/30/18,zip code,98117,Washington,WA,Single Family Residential,789800.0,-0.012688293,0.041883781,775000.0,0.007802341,0.107142857
12/1/17,2/28/18,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),1900000.0,0.062045836,0.371841155,2199995.0,-0.077956832,1.447157953
11/1/14,1/31/15,zip code,98133,Washington,WA,Single Family Residential,393750.0,0.064189189,0.102941176,424950.0,0.06264066,0.188754458
2/1/21,4/30/21,zip code,98112,Washington,WA,Townhouse,886000.0,0.005675369,0.068757539,799000.0,-0.008069522,-0.070876214
2/1/16,4/30/16,zip code,98109,Washington,WA,Single Family Residential,1185000.0,0.220391349,0.39740566,1380000.0,0.205240175,0.472
9/1/12,11/30/12,zip code,98168,Washington,WA,Single Family Residential,185400.0,0.059428571,0.164207221,197475.0,0.100139276,0.189966857
6/1/16,8/31/16,zip code,98168,Washington,WA,Townhouse,260000.0,-0.250720461,,329000.0,,
2/1/19,4/30/19,zip code,98125,Washington,WA,Townhouse,525000.0,-0.105621806,-0.16,524950.0,-0.036788991,-0.038454494
11/1/19,1/31/20,zip code,98133,Washington,WA,Single Family Residential,573750.0,-0.043670306,-0.025477707,600000.0,-0.016312813,0.000166694
10/1/15,12/31/15,zip code,98105,Washington,WA,Townhouse,512000.0,-0.101675586,-0.062099286,477450.0,-0.135798,-0.107528389
6/1/13,8/31/13,zip code,98106,Washington,WA,Single Family Residential,262500.0,-0.009433962,0.166666667,252500.0,-0.055898299,0.122346927
5/1/17,7/31/17,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),1010000.0,0.0,-0.386018237,1950000.0,1.131147541,-0.025
2/1/14,4/30/14,zip code,98105,Washington,WA,All Residential,551000.0,0.033771107,-0.016071429,654975.0,0.101724138,0.091715976
1/1/19,3/31/19,zip code,98188,Washington,WA,Townhouse,249500.0,0.002008032,-0.159685092,260000.0,0.06122449,-0.131741526
7/1/15,9/30/15,zip code,98118,Washington,WA,All Residential,391000.0,-0.0225,0.15,399950.0,0.0,0.126797467
10/1/12,12/31/12,zip code,98136,Washington,WA,Multi-Family (2-4 Unit),482500.0,0.0,0.552695093,769900.0,0.0,
11/1/20,1/31/21,zip code,98112,Washington,WA,All Residential,1195000.0,-0.004166667,-0.07184466,1224415.0,-0.101346789,0.020345833
4/1/16,6/30/16,zip code,98155,Washington,WA,Condo/Co-op,266500.0,0.063872255,0.615151515,225000.0,-0.02173913,0.285714286
3/1/16,5/31/16,zip code,98166,Washington,WA,Single Family Residential,459000.0,-0.063265306,0.08,472475.0,0.049944444,0.055928037
8/1/14,10/31/14,zip code,98175,Washington,WA,Single Family Residential,403000.0,,,389450.0,,
4/1/21,6/30/21,zip code,98103,Washington,WA,Multi-Family (2-4 Unit),1100000.0,-0.083333333,-0.013541386,987500.0,-0.011313576,0.042243859
8/1/16,10/31/16,zip code,98127,Washington,WA,Townhouse,585000.0,,,585000.0,,
9/1/14,11/30/14,zip code,98109,Washington,WA,Single Family Residential,780000.0,-0.028037383,0.006451613,729950.0,-0.033498841,0.123
10/1/18,12/31/18,zip code,98198,Washington,WA,Townhouse,269000.0,0.0,-0.194610778,319000.0,0.185873606,-0.054744796
1/1/14,3/31/14,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),316600.0,,-0.258374327,339500.0,,0.429473684
11/1/22,1/31/23,zip code,98116,Washington,WA,Townhouse,775000.0,0.010430248,-0.054878049,762500.0,-0.016129032,-0.102888405
2/1/23,4/30/23,zip code,98112,Washington,WA,All Residential,1274950.0,0.04077551,-0.046766355,1212500.0,0.010416667,-0.063706564
10/1/14,12/31/14,zip code,98164,Washington,WA,Condo/Co-op,545000.0,0.081349206,0.049085659,,,
5/1/17,7/31/17,zip code,98117,Washington,WA,Single Family Residential,801000.0,-0.004968944,0.12027972,749450.0,0.0,0.120254111
12/1/19,2/29/20,zip code,98102,Washington,WA,Condo/Co-op,460490.0,-0.058302658,0.006535519,439950.0,-0.020155902,-0.022224692
8/1/23,10/31/23,zip code,98109,Washington,WA,All Residential,910000.0,-0.052083333,0.135371179,925000.0,-0.015957447,0.02783488
2/1/20,4/30/20,zip code,98117,Washington,WA,Single Family Residential,882000.0,0.003412969,0.039481438,879500.0,0.005142857,0.114702155
10/1/14,12/31/14,zip code,98115,Washington,WA,All Residential,523000.0,0.00965251,0.101052632,509500.0,0.019,0.056013265
6/1/20,8/31/20,zip code,98132,Washington,WA,Single Family Residential,504500.0,0.073404255,,449944.0,-0.000124444,
2/1/20,4/30/20,zip code,98102,Washington,WA,All Residential,535500.0,-0.1075,-0.169767442,650000.0,-0.029126214,0.250120204
6/1/19,8/31/19,zip code,98106,Washington,WA,Single Family Residential,609000.0,0.001562372,0.04914079,569000.0,-0.027350427,0.0
3/1/18,5/31/18,zip code,98188,Washington,WA,Multi-Family (2-4 Unit),490000.0,0.306666667,,450000.0,0.2,
5/1/15,7/31/15,zip code,98133,Washington,WA,All Residential,380000.0,-0.012858813,0.125925926,376800.0,0.018378378,0.087602829
7/1/21,9/30/21,zip code,98121,Washington,WA,Condo/Co-op,626000.0,0.03986711,0.05210084,677497.5,0.083129496,0.050383721
1/1/19,3/31/19,zip code,98122,Washington,WA,Condo/Co-op,465000.0,-0.044193217,-0.131652661,450000.0,-0.010989011,-0.132947977
2/1/21,4/30/21,zip code,98199,Washington,WA,Single Family Residential,1424000.0,0.050612365,0.265777778,1301000.0,0.037480064,0.086430063
6/1/14,8/31/14,zip code,98125,Washington,WA,Condo/Co-op,177950.0,0.0,0.078484848,188975.0,0.050444691,0.260673783
7/1/12,9/30/12,zip code,98133,Washington,WA,Single Family Residential,315000.0,-0.006309148,0.166666667,309975.0,-0.00800064,0.111021505
2/1/16,4/30/16,zip code,98126,Washington,WA,Condo/Co-op,324000.0,0.025316456,0.227272727,309000.0,0.0,0.314893617
11/1/17,1/31/18,zip code,98199,Washington,WA,Condo/Co-op,480000.0,0.28,0.432835821,430000.0,4.65e-05,0.268436578
11/1/19,1/31/20,zip code,98164,Washington,WA,Condo/Co-op,629000.0,0.0,-0.182054616,778900.0,-0.129234209,
6/1/19,8/31/19,zip code,98107,Washington,WA,Townhouse,747450.0,-0.001369451,-0.059811321,720000.0,-0.039935996,-0.088607595
7/1/20,9/30/20,zip code,98108,Washington,WA,Townhouse,629950.0,0.067802356,0.319267016,579225.0,0.000388601,0.103285714
5/1/17,7/31/17,zip code,98118,Washington,WA,Condo/Co-op,299725.0,0.017741935,0.278144989,298700.0,0.02172054,0.067796307
6/1/14,8/31/14,zip code,98112,Washington,WA,Condo/Co-op,345000.0,-0.125475285,-0.188235294,350000.0,-0.113755776,-0.166666667
2/1/17,4/30/17,zip code,98198,Washington,WA,Single Family Residential,386250.0,0.103571429,0.184815951,375000.0,0.041811363,0.141552511
10/1/16,12/31/16,zip code,98134,Washington,WA,Condo/Co-op,265000.0,0.0,,,,
10/1/17,12/31/17,zip code,98112,Washington,WA,Single Family Residential,1322500.0,0.029182879,0.235981308,1175000.0,-0.096153846,0.190536501
1/1/22,3/31/22,zip code,98117,Washington,WA,Townhouse,779975.0,3.21e-05,0.083298611,887000.0,0.09169298,0.200270636
11/1/16,1/31/17,zip code,98178,Washington,WA,Multi-Family (2-4 Unit),446500.0,,,550000.0,,
11/1/12,1/31/13,zip code,98103,Washington,WA,Condo/Co-op,212750.0,0.215714286,0.013095238,184900.0,-0.039106145,0.320714286
3/1/23,5/31/23,zip code,98101,Washington,WA,All Residential,690500.0,0.096031746,-0.142236025,682450.0,-0.058689655,0.037947557
10/1/16,12/31/16,zip code,98101,Washington,WA,All Residential,639950.0,0.049184359,0.052549342,922450.0,0.397651515,0.506163768
4/1/20,6/30/20,zip code,98136,Washington,WA,Condo/Co-op,322500.0,-0.044444444,-0.204685573,402500.0,0.15,0.073619632
2/1/14,4/30/14,zip code,98177,Washington,WA,Townhouse,232500.0,0.0,-0.138888889,242500.0,0.010416667,-0.161624892
9/1/19,11/30/19,zip code,98116,Washington,WA,Single Family Residential,835000.0,-0.005952381,0.030228254,900000.0,0.005586592,0.059166201
5/1/18,7/31/18,zip code,98105,Washington,WA,Condo/Co-op,524500.0,-0.028703704,0.074767552,512477.0,-0.023853333,0.035307071
11/1/19,1/31/20,zip code,98155,Washington,WA,Condo/Co-op,260000.0,0.0,0.013645224,268000.0,0.015151515,-0.175384615
6/1/21,8/31/21,zip code,98102,Washington,WA,Condo/Co-op,480000.0,-0.019908116,0.010526316,499900.0,0.001803607,0.04156683
4/1/14,6/30/14,zip code,98133,Washington,WA,All Residential,354000.0,0.041176471,0.138263666,348500.0,-0.018309859,0.0890625
10/1/19,12/31/19,zip code,98112,Washington,WA,Single Family Residential,1592500.0,0.065217391,0.090753425,1325000.0,-0.182855381,-0.116607774
3/1/23,5/31/23,zip code,98112,Washington,WA,Condo/Co-op,555000.0,0.082926829,-0.224318658,721500.0,0.288392857,0.093183475
11/1/12,1/31/13,zip code,98134,Washington,WA,Condo/Co-op,204500.0,0.0,,199950.0,,
5/1/21,7/31/21,zip code,98104,Washington,WA,All Residential,572137.5,-0.1051263,-0.112965116,590000.0,-0.01650275,-0.044534413
9/1/17,11/30/17,zip code,98110,Washington,WA,Condo/Co-op,505000.0,-0.081818182,0.364864865,354000.0,-0.112781955,-0.237890205
8/1/20,10/31/20,zip code,98177,Washington,WA,Condo/Co-op,612988.0,-0.064140458,0.225976,582000.0,0.164,0.823022709
9/1/13,11/30/13,zip code,98112,Washington,WA,Condo/Co-op,357500.0,-0.059210526,-0.162763466,364950.0,-0.005518087,0.530188679
12/1/13,2/28/14,zip code,98148,Washington,WA,Single Family Residential,220000.0,-0.053763441,-0.03190319,379950.0,0.505050505,0.8625
10/1/12,12/31/12,zip code,98132,Washington,WA,All Residential,195000.0,0.373239437,0.772727273,214900.0,-0.044888889,0.792326939
6/1/19,8/31/19,zip code,98105,Washington,WA,All Residential,876000.0,-0.010169492,-0.095041322,869950.0,-0.016449972,-0.033388889
11/1/14,1/31/15,zip code,98166,Washington,WA,Townhouse,305000.0,0.639784946,0.980519481,343975.0,0.04250644,0.349053829
4/1/24,6/30/24,zip code,98199,Washington,WA,Single Family Residential,1450000.0,-0.033333333,0.087853552,1395000.0,-0.049079755,-0.029565217
5/1/14,7/31/14,zip code,98178,Washington,WA,Townhouse,58000.0,0.0,-0.504273504,109000.0,-0.525571273,0.579710145
4/1/12,6/30/12,zip code,98175,Washington,WA,All Residential,277000.0,0.325358852,,419950.0,0.555946647,
7/1/18,9/30/18,zip code,98188,Washington,WA,Townhouse,222500.0,-0.241908007,-0.466746555,279000.0,-0.126760563,-0.4181439
8/1/20,10/31/20,zip code,98105,Washington,WA,Townhouse,765950.0,0.021266667,-0.019270166,789500.0,0.045695364,0.018709677
7/1/20,9/30/20,zip code,98127,Washington,WA,Townhouse,870000.0,,,742000.0,,
6/1/16,8/31/16,zip code,98103,Washington,WA,Multi-Family (2-4 Unit),917500.0,0.140282032,0.379699248,1050000.0,0.3125,0.4
10/1/14,12/31/14,zip code,98146,Washington,WA,Single Family Residential,283850.0,-0.105984252,-0.077456595,275000.0,-0.160177126,0.018895887
9/1/18,11/30/18,zip code,98110,Washington,WA,Townhouse,572000.0,-0.005217391,-0.319047619,524500.0,-0.079824561,-0.479145978
2/1/16,4/30/16,zip code,98112,Washington,WA,All Residential,969950.0,-0.191708333,0.042956989,930000.0,0.033333333,-0.02617801
5/1/13,7/31/13,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),462518.5,-0.046426355,0.142020988,569000.0,0.030797101,-0.03559322
5/1/13,7/31/13,zip code,98109,Washington,WA,Condo/Co-op,324500.0,0.0,0.208566108,327000.0,0.006153846,0.148375768
3/1/19,5/31/19,zip code,98177,Washington,WA,Single Family Residential,850000.0,0.016807225,-0.076086957,849950.0,-0.080638183,-0.033048919
1/1/21,3/31/21,zip code,98118,Washington,WA,Single Family Residential,745000.0,0.048926434,0.117863306,729000.0,0.01961607,0.088059701
5/1/21,7/31/21,zip code,98112,Washington,WA,Single Family Residential,1752500.0,-0.026388889,0.200342466,1699000.0,-0.013642961,0.078747282
10/1/16,12/31/16,zip code,98188,Washington,WA,Townhouse,195000.0,-0.048548426,0.189205672,232497.5,0.603431034,0.29201167
9/1/17,11/30/17,zip code,98168,Washington,WA,Multi-Family (2-4 Unit),403669.0,0.0,0.668053719,415000.0,0.0,0.612589858
8/1/16,10/31/16,zip code,98110,Washington,WA,Townhouse,554000.0,0.097029703,0.53038674,615000.0,0.0,0.31130064
7/1/17,9/30/17,zip code,98102,Washington,WA,Townhouse,904995.0,-0.013618677,0.13124375,939990.0,0.045595106,0.240992805
2/1/19,4/30/19,zip code,98117,Washington,WA,All Residential,807500.0,0.009375,-0.043812907,750000.0,-0.038461538,-0.037227214
4/1/18,6/30/18,zip code,98113,Washington,WA,All Residential,960000.0,0.0,,750000.0,0.0,
7/1/22,9/30/22,zip code,98121,Washington,WA,All Residential,608000.0,-0.023293173,-0.028753994,599500.0,-0.031502423,-0.115125886
2/1/20,4/30/20,zip code,98126,Washington,WA,All Residential,650000.0,0.083333333,0.083333333,625000.0,0.0,-0.007936508
6/1/22,8/31/22,zip code,98122,Washington,WA,All Residential,917500.0,-0.008108108,0.146875,897000.0,0.004504593,0.083987915
1/1/21,3/31/21,zip code,98126,Washington,WA,Condo/Co-op,292500.0,-0.050324675,-0.295180723,389000.0,-0.084705882,-0.073809524
2/1/12,4/30/12,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),484400.0,-0.011428571,-0.107096774,689000.0,0.450679019,0.584272246
3/1/22,5/31/22,zip code,98106,Washington,WA,All Residential,715000.0,0.017793594,0.12244898,699999.0,0.001429185,0.167686726
11/1/14,1/31/15,zip code,98109,Washington,WA,Condo/Co-op,329000.0,-0.086111111,0.115254237,334950.0,-0.069583333,0.089356858
5/1/15,7/31/15,zip code,98136,Washington,WA,Single Family Residential,567950.0,-0.028314799,0.082840801,564950.0,0.008839286,0.032815356
10/1/16,12/31/16,zip code,98110,Washington,WA,Single Family Residential,699000.0,-0.01340861,-0.048332199,862472.5,0.079439925,0.25359375
4/1/21,6/30/21,zip code,98188,Washington,WA,Condo/Co-op,238944.0,0.019194349,0.034501569,221000.0,-0.078782826,0.105
2/1/18,4/30/18,zip code,98118,Washington,WA,All Residential,613800.0,0.040338983,0.226363825,599000.0,-0.00150025,0.200400802
5/1/14,7/31/14,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),337000.0,-0.231470924,0.531818182,,,
5/1/23,7/31/23,zip code,98115,Washington,WA,Condo/Co-op,450000.0,-0.061032864,-0.054621849,495000.0,0.005076142,0.053191489
4/1/19,6/30/19,zip code,98119,Washington,WA,Single Family Residential,1272500.0,0.049484536,0.034552846,1259500.0,-0.027413127,0.053974895
4/1/20,6/30/20,zip code,98110,Washington,WA,All Residential,856000.0,-0.016091954,-0.045175683,949500.0,0.11443662,-0.026153846
2/1/24,4/30/24,zip code,98125,Washington,WA,Townhouse,650000.0,-0.133910726,0.007751938,642500.0,0.011811024,-0.055077579
4/1/20,6/30/20,zip code,98110,Washington,WA,Single Family Residential,892000.0,-0.062039958,-0.098078868,998000.0,0.140571429,-0.030126336
3/1/23,5/31/23,zip code,98118,Washington,WA,Multi-Family (2-4 Unit),680000.0,0.0,-0.042253521,,,
2/1/13,4/30/13,zip code,98155,Washington,WA,Condo/Co-op,110944.0,-0.306383245,1.273722179,112475.0,0.133277916,0.263764045
6/1/14,8/31/14,zip code,98110,Washington,WA,Condo/Co-op,279000.0,-0.021052632,0.056818182,349500.0,-0.029166667,0.172818792
5/1/21,7/31/21,zip code,98115,Washington,WA,Condo/Co-op,416500.0,-0.003588517,-0.008333333,429500.0,0.047637632,-0.115345005
7/1/19,9/30/19,zip code,98102,Washington,WA,Townhouse,905000.0,0.0,-0.047368421,1077000.0,0.001860465,0.080240722
11/1/13,1/31/14,zip code,98134,Washington,WA,All Residential,230000.0,-0.730994152,0.124694377,199900.0,-0.091157081,-0.000250063
7/1/23,9/30/23,zip code,98115,Washington,WA,Condo/Co-op,447500.0,-0.016483516,-0.043803419,450000.0,-0.029126214,-0.1
7/1/15,9/30/15,zip code,98112,Washington,WA,All Residential,890000.0,0.008498584,0.133072345,924900.0,0.156126445,0.051022727
3/1/24,5/31/24,zip code,98168,Washington,WA,Multi-Family (2-4 Unit),730000.0,-0.095975232,0.123076923,725000.0,0.0,0.078066914
3/1/24,5/31/24,zip code,98126,Washington,WA,Single Family Residential,832750.0,0.0409375,0.024923077,837500.0,0.002994012,0.028238183
2/1/21,4/30/21,zip code,98175,Washington,WA,All Residential,345000.0,0.0,,,,
10/1/20,12/31/20,zip code,98136,Washington,WA,Townhouse,620000.0,0.127272727,-0.004016064,579950.0,-0.039817881,0.018349429
3/1/13,5/31/13,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),559500.0,0.0,0.185632549,472250.0,-0.015119917,-0.314586357
6/1/17,8/31/17,zip code,98198,Washington,WA,Multi-Family (2-4 Unit),556250.0,0.00678733,0.16394765,602500.0,-0.004091078,0.181372549
12/1/21,2/28/22,zip code,98119,Washington,WA,Condo/Co-op,444950.0,0.011364928,0.140897436,600000.0,0.333481498,0.297367425
4/1/12,6/30/12,zip code,98102,Washington,WA,Townhouse,475000.0,-0.005235602,-0.069539667,1300000.0,1.476308396,1.441314554
11/1/13,1/31/14,zip code,98148,Washington,WA,Condo/Co-op,67425.0,-0.035407725,0.887597984,68500.0,0.054657429,0.142142559
7/1/12,9/30/12,zip code,98155,Washington,WA,Single Family Residential,325000.0,-0.015151515,0.226415094,299975.0,-0.077,0.111224301
1/1/18,3/31/18,zip code,98118,Washington,WA,All Residential,590000.0,-0.020746888,0.268135411,599900.0,0.036454734,0.333111111
7/1/17,9/30/17,zip code,98126,Washington,WA,Single Family Residential,605750.0,-0.046062992,0.153809524,590000.0,0.022530329,0.229294718
4/1/15,6/30/15,zip code,98102,Washington,WA,All Residential,442250.0,-0.006179775,0.05297619,442500.0,-0.016665574,0.005738962
5/1/22,7/31/22,zip code,98199,Washington,WA,Single Family Residential,1577550.0,0.045773948,0.09248615,1500000.0,0.0,0.111522786
6/1/22,8/31/22,zip code,98198,Washington,WA,Condo/Co-op,379950.0,0.026891892,0.18734375,379975.0,-6.58e-05,0.180046584
2/1/21,4/30/21,zip code,98146,Washington,WA,Condo/Co-op,297000.0,0.129277567,0.178571429,295000.0,0.027874564,0.341518872
3/1/23,5/31/23,zip code,98125,Washington,WA,Single Family Residential,840000.0,-0.004709855,-0.15065723,839975.0,-0.011735984,-0.115583048
9/1/17,11/30/17,zip code,98131,Washington,WA,Condo/Co-op,222000.0,0.0,,224000.0,0.0,
11/1/15,1/31/16,zip code,98109,Washington,WA,Single Family Residential,916227.0,-0.076826117,0.296853503,899500.0,-0.064968815,0.199333333
5/1/15,7/31/15,zip code,98109,Washington,WA,Condo/Co-op,350000.0,0.008645533,0.044776119,376940.0,0.0399062,0.077741244
10/1/14,12/31/14,zip code,98112,Washington,WA,Multi-Family (2-4 Unit),1005000.0,0.196428571,,1122000.0,-0.000445434,
10/1/21,12/31/21,zip code,98102,Washington,WA,Single Family Residential,1500000.0,-0.032258065,0.10701107,1462500.0,-0.025,0.125
2/1/16,4/30/16,zip code,98125,Washington,WA,Townhouse,406500.0,0.065377206,0.266453774,395000.0,0.032747238,0.253968254
10/1/13,12/31/13,zip code,98148,Washington,WA,Condo/Co-op,69900.0,-0.001442837,0.956886898,64950.0,-0.294021739,-0.000384763
11/1/12,1/31/13,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),300000.0,0.0,0.048951049,1050000.0,1.916666667,2.231266349
7/1/17,9/30/17,zip code,98126,Washington,WA,Condo/Co-op,331000.0,0.034375,0.185317816,399000.0,0.330332583,0.508506616
11/1/16,1/31/17,zip code,98115,Washington,WA,Condo/Co-op,310000.0,0.036789298,0.291666667,299000.0,-0.003167195,0.3
1/1/24,3/31/24,zip code,98108,Washington,WA,All Residential,684000.0,-0.036619718,0.179310345,780000.0,0.007751938,0.268344242
2/1/21,4/30/21,zip code,98101,Washington,WA,Condo/Co-op,633750.0,0.005952381,0.052959502,659000.0,-0.01641791,0.051036683
3/1/15,5/31/15,zip code,98107,Washington,WA,All Residential,574125.0,0.067642957,0.269626272,499000.0,0.008080808,0.128321085
10/1/17,12/31/17,zip code,98116,Washington,WA,Townhouse,664500.0,-0.004494382,0.038297473,675000.0,0.042471042,-0.055276804
10/1/17,12/31/17,zip code,98106,Washington,WA,All Residential,507500.0,0.016016016,0.222891566,539000.0,0.078,0.246675147
8/1/18,10/31/18,zip code,98110,Washington,WA,Single Family Residential,915000.0,0.003289474,0.052328925,939500.0,0.047672149,0.046213808
4/1/16,6/30/16,zip code,98155,Washington,WA,Townhouse,415000.0,-0.102857884,0.372127624,510650.0,0.027850491,0.516541934
8/1/20,10/31/20,zip code,98199,Washington,WA,All Residential,948675.0,0.025594595,0.025594595,964500.0,0.015263158,-0.004130098
4/1/17,6/30/17,zip code,98119,Washington,WA,Condo/Co-op,444000.0,0.002257336,0.2,435000.0,0.0875,0.116888119
7/1/19,9/30/19,zip code,98148,Washington,WA,Single Family Residential,445000.0,0.0,-0.032608696,465000.0,0.006493506,0.062917881
1/1/21,3/31/21,zip code,98105,Washington,WA,Condo/Co-op,429995.0,-5.81e-06,-0.050783664,404000.0,0.14618058,-0.258647582
3/1/24,5/31/24,zip code,98108,Washington,WA,Condo/Co-op,441499.0,0.0,-0.121324206,696837.5,-0.034617116,0.233449863
10/1/12,12/31/12,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),343000.0,,5.86,426900.0,,0.220062875
2/1/19,4/30/19,zip code,98131,Washington,WA,Single Family Residential,334187.5,-0.240482955,-0.257361111,,,
12/1/22,2/28/23,zip code,98115,Washington,WA,Townhouse,800000.0,-0.111111111,0.066702223,799950.0,0.0,-0.041975474
7/1/23,9/30/23,zip code,98198,Washington,WA,Multi-Family (2-4 Unit),908000.0,-0.022604952,0.407751938,975000.0,0.071428571,-0.174777825
3/1/24,5/31/24,zip code,98166,Washington,WA,Condo/Co-op,299000.0,0.115671642,-0.288095238,462000.0,-0.017021277,0.192258065
5/1/15,7/31/15,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),604660.5,-0.091174786,0.110615084,679475.0,0.0,0.109346939
4/1/22,6/30/22,zip code,98122,Washington,WA,Single Family Residential,1311000.0,0.087989377,0.0488,1267500.0,0.05625,0.058013356
2/1/18,4/30/18,zip code,98188,Washington,WA,Townhouse,356000.0,0.199006441,-0.092993631,,,
10/1/23,12/31/23,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),1305000.0,0.008500773,0.035714286,1549000.0,-0.088555457,
3/1/18,5/31/18,zip code,98116,Washington,WA,Multi-Family (2-4 Unit),1500000.0,0.398601399,0.621621622,1343999.5,-0.066018416,
1/1/14,3/31/14,zip code,98178,Washington,WA,Condo/Co-op,53000.0,-0.12033195,0.197740113,118950.0,0.0,0.943627451
2/1/23,4/30/23,zip code,98103,Washington,WA,Condo/Co-op,442500.0,0.005681818,0.041176471,515000.0,0.138121547,0.112311015
7/1/22,9/30/22,zip code,98117,Washington,WA,Condo/Co-op,705000.0,0.281818182,0.170124481,795000.0,0.123674912,0.606060606
1/1/14,3/31/14,zip code,98105,Washington,WA,Multi-Family (2-4 Unit),750000.0,0.081081081,0.246192881,672500.0,0.034615385,-0.201306413
7/1/12,9/30/12,zip code,98112,Washington,WA,Multi-Family (2-4 Unit),669500.0,0.159307359,0.339,775000.0,0.023169846,
4/1/23,6/30/23,zip code,98133,Washington,WA,All Residential,727500.0,0.008316008,-0.107361963,725000.0,0.013986014,-0.059626185
4/1/20,6/30/20,zip code,98198,Washington,WA,Single Family Residential,480000.0,-0.0399904,0.094703233,497475.0,0.058457447,0.106791256
7/1/16,9/30/16,zip code,98115,Washington,WA,Multi-Family (2-4 Unit),650000.0,-0.161290323,0.14638448,785000.0,-0.218886042,0.427272727
2/1/19,4/30/19,zip code,98122,Washington,WA,Single Family Residential,857500.0,-0.051438053,-0.063353359,938000.0,-0.054197126,0.090729382
11/1/16,1/31/17,zip code,98133,Washington,WA,Condo/Co-op,238250.0,0.035869565,0.150966184,225000.0,-0.034334764,0.12528132
10/1/15,12/31/15,zip code,98103,Washington,WA,Condo/Co-op,294000.0,0.05,0.35483871,280000.0,0.0,-0.060402685
2/1/20,4/30/20,zip code,98118,Washington,WA,Single Family Residential,690000.0,0.035336484,0.140495868,682500.0,0.018656716,0.138021593
11/1/17,1/31/18,zip code,98121,Washington,WA,Condo/Co-op,636500.0,-0.019260401,0.106956522,582475.0,-0.028398666,0.073686636
7/1/17,9/30/17,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),774400.0,-0.319029195,-0.314690265,,,
6/1/20,8/31/20,zip code,98118,Washington,WA,Condo/Co-op,364500.0,0.047413793,0.149842271,350000.0,0.014566273,0.014492754
4/1/16,6/30/16,zip code,98136,Washington,WA,Townhouse,493500.0,0.080933085,0.181328546,425000.0,0.005976685,0.0625
3/1/16,5/31/16,zip code,98178,Washington,WA,Multi-Family (2-4 Unit),350000.0,0.0,,525000.0,0.0,
10/1/18,12/31/18,zip code,98188,Washington,WA,Condo/Co-op,182500.0,-0.013513514,0.106060606,199975.0,-0.000125,0.379137931
3/1/13,5/31/13,zip code,98106,Washington,WA,All Residential,248499.5,0.080432609,0.311343008,259000.0,0.052383506,0.10212766
1/1/22,3/31/22,zip code,98107,Washington,WA,All Residential,947000.0,0.16196319,0.247694335,849999.0,-0.043870641,0.082801274
11/1/15,1/31/16,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),1055000.0,0.117880795,1.192321679,1195000.0,0.0,1.325128904
9/1/16,11/30/16,zip code,98112,Washington,WA,Townhouse,655000.0,-0.050724638,-0.020194465,679999.0,0.022555656,-0.199954115
4/1/19,6/30/19,zip code,98105,Washington,WA,Townhouse,762500.0,0.018024032,-0.034810127,799950.0,-0.003146515,-0.170993316
1/1/21,3/31/21,zip code,98103,Washington,WA,Condo/Co-op,445000.0,-0.043010753,0.038506418,412000.0,-0.052764686,-0.094405979
9/1/21,11/30/21,zip code,98178,Washington,WA,All Residential,619923.0,-6.21e-05,0.169666038,599000.0,-0.0416,0.086138587
2/1/23,4/30/23,zip code,98133,Washington,WA,All Residential,719975.0,0.014220713,-0.105621118,715000.0,0.0,-0.080385852
11/1/13,1/31/14,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),650250.0,0.204166667,,,,
10/1/15,12/31/15,zip code,98178,Washington,WA,Single Family Residential,325000.0,-0.029850746,0.144366197,328000.0,0.025080084,0.266409266
2/1/19,4/30/19,zip code,98119,Washington,WA,Multi-Family (2-4 Unit),1225000.0,0.225,0.191634241,1250000.0,-0.034749035,0.168224299
4/1/13,6/30/13,zip code,98199,Washington,WA,Condo/Co-op,313000.0,0.346815835,0.384955752,249500.0,0.0,0.217073171
1/1/23,3/31/23,zip code,98166,Washington,WA,Condo/Co-op,380000.0,0.117647059,-0.05,332450.0,-0.050142857,-0.087928669
5/1/12,7/31/12,zip code,98136,Washington,WA,All Residential,350000.0,-0.090909091,0.0,399450.0,-0.011262376,0.024362098
2/1/17,4/30/17,zip code,98122,Washington,WA,All Residential,687500.0,0.018518519,0.091269841,648500.0,-0.000770416,0.083542189
